RunStartTime,ElapsedTimeIn10SecondsMultiple,ShardIndex,IsDataFresh,NumberOfTenantShardsConfig,MaximumRequestsTenantShardCanHandleConfig,MaximumRequestsOrgMailboxCanHandleConfig,IntervalXSecondsConfig,RequestsPerXSecondsConfig,MinutesToRunConfig,MinimumResponseTimePerTenantShardConfig,MaximumResponseTimePerTenantShardConfig,MinimumResponseTimeOrgMailboxConfig,MaximumResponseTimeOrgMailboxConfig,MinimumNetworkDelayForMetadataTransferConfig,MaximumNetworkDelayForMetadataTransferConfig,MinimumNetworkDelayPer100KBConfig,MaximumNetworkDelayPer100KBConfig,LengthOfBlobConfig,MinimumManifestsWriteTimePerTenantShardConfig,MaximumManifestsWriteTimePerTenantShardConfig,MinimumMetadataWriteTimeConfig,MaximumMetadataWriteTimeConfig,ExpiryTimeConfig,FanoutConfig,NumberOfUserMailboxConfig,MinimumManifestUpdateTimeConfig,MaximumManifestUpdateTimeConfig,PercentageCallGoingDirectlyToOrgMailboxConfig,PercentageCalssGoingUpTesseractConfig
6/28/2020 16:57,10,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,0,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,1,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,2,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,3,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,3,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,3,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,3,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,4,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,4,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,5,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,5,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,6,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,6,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,4,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,5,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,6,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,7,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,8,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,9,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,10,7,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,11,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,12,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,13,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,14,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,15,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,16,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,17,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,18,7,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,0,8,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,1,8,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,2,8,FALSE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
6/28/2020 16:57,3,8,TRUE,13,240,120,10,2000,3,1000,1000,5000,5000,10,20,150,200,200,6000,6000,400,400,60000,3,60000,540000,600000,0,0
